EmployeeCount,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlySalary
732,20,Yes,Travel_Rarely,1097,Research & Development,11,Bachelor,4,Female,2,1,Research Scientist,1,Single,1,Yes,15,3,1,0,1,2,3,1,0,0,0,24134
733,30,Yes,Travel_Frequently,109,Research & Development,5,Bachelor,2,Female,3,1,Laboratory Technician,2,Single,0,No,17,3,1,0,4,3,3,3,2,1,2,2398
734,26,No,Travel_Rarely,1066,Research & Development,2,College,4,Male,4,2,Manufacturing Director,4,Married,1,No,12,3,2,0,8,2,3,8,7,1,3,23452
735,22,No,Travel_Rarely,217,Research & Development,8,Below College,2,Male,1,1,Laboratory Technician,1,Married,1,No,15,3,1,1,4,3,2,4,3,1,1,4774
736,48,No,Travel_Rarely,277,Research & Development,6,Bachelor,1,Male,2,2,Healthcare Representative,3,Single,2,No,13,3,4,0,19,0,3,2,2,2,2,6094
737,48,No,Travel_Rarely,1355,Research & Development,4,Master,3,Male,2,3,Healthcare Representative,3,Single,7,No,14,3,2,0,27,3,3,15,11,4,8,29810
738,41,No,Travel_Rarely,549,Research & Development,7,College,4,Female,3,2,Manufacturing Director,3,Single,6,No,14,3,2,0,8,6,3,2,2,2,1,12078
739,39,No,Travel_Rarely,466,Research & Development,1,Below College,4,Female,2,4,Manufacturing Director,4,Married,1,No,16,3,3,1,21,3,3,21,6,11,8,10252
740,27,No,Travel_Rarely,1055,Research & Development,2,Master,1,Female,3,2,Manufacturing Director,4,Married,0,No,18,3,2,1,4,2,3,3,2,2,2,23210
741,35,No,Travel_Rarely,802,Research & Development,10,Bachelor,2,Male,3,1,Laboratory Technician,4,Divorced,1,No,20,4,1,1,3,4,2,3,2,1,2,17644
742,42,No,Travel_Rarely,265,Sales,5,College,4,Male,3,5,Manager,3,Married,6,No,13,3,2,0,21,3,4,1,0,0,0,5830
743,50,No,Travel_Rarely,804,Research & Development,9,Bachelor,1,Male,3,1,Laboratory Technician,4,Married,4,No,18,3,2,0,8,5,3,1,0,0,0,17688
744,59,No,Travel_Rarely,715,Research & Development,2,Bachelor,3,Female,2,4,Manufacturing Director,4,Single,3,Yes,13,3,1,0,30,4,3,5,3,4,3,15730
745,37,Yes,Travel_Rarely,1141,Research & Development,11,College,1,Female,1,2,Healthcare Representative,2,Married,5,No,15,3,1,0,15,2,1,1,0,0,0,25102
746,55,No,Travel_Frequently,135,Research & Development,18,Master,3,Male,3,2,Healthcare Representative,2,Married,3,Yes,14,3,4,2,17,3,3,8,7,6,7,2970
747,41,No,Non-Travel,247,Research & Development,7,Below College,2,Female,1,5,Research Director,3,Divorced,1,No,22,4,2,2,21,3,3,21,16,5,10,5434
748,38,No,Travel_Rarely,1035,Sales,3,Master,2,Male,3,2,Sales Executive,4,Single,8,Yes,12,3,3,0,19,1,3,1,0,0,0,22770
749,26,Yes,Non-Travel,265,Sales,29,College,2,Male,1,2,Sales Executive,1,Single,8,No,18,3,4,0,7,6,3,2,2,2,2,5830
750,52,Yes,Travel_Rarely,266,Sales,2,Below College,1,Female,1,5,Manager,4,Married,1,No,15,3,4,1,33,3,3,32,14,6,9,5852
751,44,No,Travel_Rarely,1448,Sales,28,Bachelor,4,Female,4,4,Sales Executive,4,Married,3,Yes,18,3,3,1,23,2,3,12,11,11,11,31856
752,50,No,Non-Travel,145,Sales,1,Bachelor,4,Female,3,2,Sales Executive,3,Married,0,No,12,3,1,1,19,3,3,18,7,0,13,3190
753,36,Yes,Travel_Rarely,885,Research & Development,16,Master,3,Female,4,1,Laboratory Technician,1,Single,1,No,16,3,3,0,18,1,3,17,13,15,14,19470
754,39,No,Travel_Frequently,945,Research & Development,22,Bachelor,4,Female,3,3,Manufacturing Director,1,Single,1,Yes,13,3,3,0,21,2,3,21,6,2,8,20790
755,33,No,Non-Travel,1038,Sales,8,Below College,2,Female,2,1,Sales Representative,4,Single,0,No,19,3,4,0,3,2,2,2,2,2,2,22836
756,45,No,Travel_Rarely,1234,Sales,11,College,4,Female,3,4,Manager,4,Married,3,No,13,3,2,1,26,4,4,9,3,1,1,27148
757,32,No,Non-Travel,1109,Research & Development,29,Master,4,Female,3,1,Laboratory Technician,3,Single,9,No,12,3,2,0,10,2,3,8,7,7,7,24398
758,34,No,Travel_Rarely,216,Sales,1,Master,2,Male,4,2,Sales Executive,4,Divorced,0,No,11,3,4,1,16,2,2,15,1,0,9,4752
759,59,No,Travel_Rarely,1089,Sales,1,College,2,Male,3,3,Manager,4,Married,3,Yes,14,3,3,1,14,1,1,6,4,0,4,23958
760,45,No,Travel_Rarely,788,Human Resources,24,Master,2,Male,3,1,Human Resources,2,Single,1,No,16,3,1,0,6,3,3,6,3,0,4,17336
761,53,No,Travel_Frequently,124,Sales,2,Bachelor,3,Female,2,3,Sales Executive,2,Married,2,No,12,3,1,1,30,2,3,15,7,6,12,2728
762,36,Yes,Travel_Rarely,660,Research & Development,15,Bachelor,1,Male,3,2,Laboratory Technician,3,Divorced,7,No,14,3,2,1,9,3,2,1,0,0,0,14520
763,26,Yes,Travel_Frequently,342,Research & Development,2,Bachelor,1,Male,3,1,Research Scientist,1,Married,6,Yes,14,3,2,1,6,2,3,3,2,1,2,7524
764,34,No,Travel_Rarely,1333,Sales,10,Master,3,Female,3,1,Sales Representative,3,Married,1,Yes,19,3,4,1,1,2,3,1,1,0,0,29326
765,28,No,Travel_Rarely,1144,Sales,10,Below College,4,Male,3,1,Sales Representative,2,Married,1,No,22,4,2,0,1,5,3,1,0,0,0,25168
766,38,No,Travel_Frequently,1186,Research & Development,3,Master,3,Male,3,1,Research Scientist,3,Married,3,No,16,3,1,1,8,2,3,2,2,2,2,26092
767,50,No,Travel_Rarely,1464,Research & Development,2,Master,2,Male,3,5,Research Director,3,Married,2,Yes,11,3,4,1,29,2,2,8,1,7,7,32208
768,37,No,Travel_Rarely,124,Research & Development,3,Bachelor,4,Female,3,2,Healthcare Representative,2,Single,3,No,15,3,1,0,8,3,2,4,3,0,1,2728
769,40,No,Travel_Rarely,300,Sales,26,Bachelor,3,Male,3,2,Sales Executive,1,Married,1,No,14,3,2,1,8,3,2,7,7,7,5,6600
770,26,No,Travel_Frequently,921,Research & Development,1,Below College,1,Female,2,1,Research Scientist,3,Divorced,1,No,13,3,3,2,5,5,3,5,3,1,3,20262
771,46,No,Travel_Rarely,430,Research & Development,1,Master,4,Male,3,5,Research Director,4,Divorced,9,No,17,3,4,2,23,0,3,2,2,2,2,9460
772,54,No,Travel_Rarely,1082,Sales,2,Master,3,Female,2,3,Sales Executive,3,Married,6,No,11,3,2,1,13,4,3,9,4,7,0,23804
773,56,No,Travel_Frequently,1240,Research & Development,9,Bachelor,1,Female,3,1,Research Scientist,3,Married,2,No,19,3,2,1,18,4,3,5,4,0,3,27280
774,36,No,Travel_Rarely,796,Research & Development,12,Doctor,4,Female,2,3,Manufacturing Director,4,Single,0,No,11,3,2,0,15,2,2,14,8,7,8,17512
775,55,No,Non-Travel,444,Research & Development,2,Below College,3,Male,2,4,Manager,1,Single,7,No,15,3,2,0,31,3,4,9,7,6,2,9768
776,43,No,Travel_Rarely,415,Sales,25,Bachelor,3,Male,2,3,Sales Executive,4,Divorced,5,No,13,3,3,1,18,5,3,1,0,0,0,9130
777,20,Yes,Travel_Frequently,769,Sales,9,Bachelor,4,Female,3,1,Sales Representative,4,Single,1,Yes,14,3,2,0,2,3,3,2,2,0,2,16918
778,21,Yes,Travel_Rarely,1334,Research & Development,10,Bachelor,3,Female,2,1,Laboratory Technician,1,Single,1,No,13,3,1,0,1,6,2,1,0,1,0,29348
779,46,No,Travel_Rarely,1003,Research & Development,8,Master,4,Female,2,2,Research Scientist,1,Divorced,8,Yes,23,4,1,3,19,2,3,16,13,1,7,22066
780,51,Yes,Travel_Rarely,1323,Research & Development,4,Master,1,Male,3,1,Research Scientist,3,Married,9,Yes,12,3,3,3,18,2,4,10,0,2,7,29106
781,28,Yes,Non-Travel,1366,Research & Development,24,College,2,Male,2,3,Healthcare Representative,1,Single,1,No,12,3,1,0,10,2,2,10,7,1,9,30052
782,26,No,Travel_Rarely,192,Research & Development,1,College,1,Male,2,1,Laboratory Technician,1,Married,1,No,16,3,1,2,6,2,3,5,3,1,3,4224
783,30,No,Travel_Rarely,1176,Research & Development,20,Bachelor,3,Male,3,2,Manufacturing Director,1,Married,0,No,15,3,3,1,7,1,2,6,2,0,2,25872
784,41,No,Travel_Rarely,509,Research & Development,7,College,2,Female,4,1,Research Scientist,3,Married,1,No,13,3,3,0,10,3,3,10,6,0,8,11198
785,38,No,Travel_Rarely,330,Research & Development,17,Below College,3,Female,2,3,Healthcare Representative,3,Married,0,No,18,3,1,1,20,4,2,19,9,1,9,7260
786,40,No,Travel_Rarely,1492,Research & Development,20,Master,1,Male,3,3,Healthcare Representative,4,Married,4,No,20,4,4,1,14,6,3,11,10,11,1,32824
787,27,No,Non-Travel,1277,Research & Development,8,Doctor,1,Male,1,1,Laboratory Technician,3,Married,1,No,19,3,4,3,3,4,3,3,2,1,2,28094
788,55,No,Travel_Frequently,1091,Research & Development,2,Below College,4,Male,3,3,Manufacturing Director,2,Married,3,No,18,3,2,1,23,4,3,3,2,1,2,24002
789,28,No,Travel_Rarely,857,Research & Development,10,Bachelor,3,Female,3,2,Research Scientist,3,Single,3,No,13,3,4,0,10,4,4,8,7,1,7,18854
790,44,Yes,Travel_Rarely,1376,Human Resources,1,College,2,Male,2,3,Human Resources,1,Married,9,No,14,3,4,1,24,1,3,20,6,3,6,30272
791,33,No,Travel_Rarely,654,Research & Development,5,Bachelor,4,Male,2,3,Healthcare Representative,4,Divorced,4,No,15,3,3,1,9,2,3,3,2,1,2,14388
792,35,Yes,Travel_Rarely,1204,Sales,4,Bachelor,4,Male,3,3,Sales Executive,1,Single,0,Yes,22,4,1,0,9,2,3,8,7,4,7,26488
793,33,Yes,Travel_Frequently,827,Research & Development,29,Master,1,Female,2,2,Research Scientist,3,Single,1,No,22,4,2,0,14,4,3,13,7,3,8,18194
794,28,No,Travel_Rarely,895,Research & Development,15,College,1,Male,3,1,Laboratory Technician,3,Divorced,1,No,16,3,4,1,4,5,2,4,2,2,2,19690
795,34,No,Travel_Frequently,618,Research & Development,3,Below College,1,Male,3,2,Healthcare Representative,4,Single,0,No,17,3,3,0,7,1,2,6,2,0,4,13596
796,37,No,Travel_Rarely,309,Sales,10,Master,4,Female,2,2,Sales Executive,4,Divorced,2,Yes,14,3,3,3,8,5,3,1,0,0,0,6798
797,25,Yes,Travel_Rarely,1219,Research & Development,4,Below College,4,Male,3,1,Laboratory Technician,4,Married,1,Yes,15,3,2,1,7,3,4,7,7,5,6,26818
798,26,Yes,Travel_Rarely,1330,Research & Development,21,Bachelor,1,Male,3,1,Laboratory Technician,3,Divorced,1,No,20,4,3,1,1,0,2,1,1,0,0,29260
799,33,Yes,Travel_Rarely,1017,Research & Development,25,Bachelor,1,Male,2,1,Research Scientist,2,Single,4,Yes,20,4,2,0,5,0,3,2,2,2,2,22374
800,42,No,Travel_Rarely,469,Research & Development,2,College,4,Male,3,4,Manager,1,Married,0,No,17,3,4,1,23,3,3,22,6,13,7,10318
801,28,Yes,Travel_Frequently,1009,Research & Development,1,Bachelor,1,Male,2,1,Laboratory Technician,2,Divorced,1,No,15,3,1,2,1,2,3,1,0,0,0,22198
802,50,Yes,Travel_Frequently,959,Sales,1,Master,4,Male,3,2,Sales Executive,3,Single,3,Yes,14,3,4,0,5,4,3,0,0,0,0,21098
803,33,No,Travel_Frequently,970,Sales,7,Bachelor,4,Female,3,2,Sales Executive,2,Married,0,No,17,3,3,1,4,3,3,3,2,0,2,21340
804,34,No,Non-Travel,697,Research & Development,3,Master,3,Male,2,1,Research Scientist,4,Married,3,No,17,3,4,3,6,2,3,0,0,0,0,15334
805,48,No,Non-Travel,1262,Research & Development,1,Master,1,Male,4,4,Manager,4,Single,2,No,22,4,3,0,27,3,2,5,4,2,1,27764
806,45,No,Non-Travel,1050,Sales,9,Master,2,Female,2,2,Sales Executive,3,Married,1,No,13,3,4,1,15,2,3,15,10,4,12,23100
807,52,No,Travel_Rarely,994,Research & Development,7,Master,2,Male,3,3,Healthcare Representative,2,Single,7,No,19,3,4,0,18,4,3,8,6,4,0,21868
808,38,No,Travel_Rarely,770,Sales,10,Master,3,Male,2,3,Sales Executive,3,Divorced,0,Yes,14,3,2,2,9,2,3,8,7,2,7,16940
809,29,No,Travel_Rarely,1107,Research & Development,28,Master,3,Female,3,1,Research Scientist,4,Divorced,4,No,22,4,1,1,11,1,3,7,5,1,7,24354
810,28,No,Travel_Rarely,950,Research & Development,3,Bachelor,4,Female,3,3,Manufacturing Director,2,Divorced,0,No,17,3,2,3,10,3,2,9,7,1,7,20900
811,46,No,Travel_Rarely,406,Sales,3,Below College,1,Male,3,4,Manager,3,Married,3,No,12,3,4,1,23,3,3,12,9,4,9,8932
812,38,No,Travel_Rarely,130,Sales,2,College,4,Male,3,3,Sales Executive,2,Single,7,No,16,3,3,0,10,2,3,1,0,0,0,2860
813,43,No,Travel_Frequently,1082,Research & Development,27,Bachelor,3,Female,3,3,Manufacturing Director,1,Married,8,No,11,3,3,1,18,1,3,8,7,0,1,23804
814,39,Yes,Travel_Frequently,203,Research & Development,2,Bachelor,1,Male,3,4,Healthcare Representative,4,Divorced,7,No,11,3,4,3,21,4,3,18,7,11,5,4466
815,40,No,Travel_Rarely,1308,Research & Development,14,Bachelor,3,Male,2,5,Research Director,3,Single,1,No,14,3,1,0,21,2,4,20,7,4,9,28776
816,21,No,Travel_Rarely,984,Research & Development,1,Below College,4,Female,2,1,Research Scientist,2,Single,1,Yes,11,3,3,0,2,6,4,2,2,2,2,21648
817,39,No,Non-Travel,439,Research & Development,9,Bachelor,3,Male,3,2,Laboratory Technician,2,Single,9,No,15,3,3,0,9,2,2,5,4,0,3,9658
818,36,No,Non-Travel,217,Research & Development,18,Master,1,Male,3,2,Manufacturing Director,4,Single,2,No,20,4,1,0,18,0,3,11,9,0,9,4774
819,31,No,Travel_Frequently,793,Sales,20,Bachelor,3,Male,4,1,Sales Representative,4,Married,0,No,12,3,1,1,3,4,3,2,2,2,2,17446
820,28,No,Travel_Rarely,1451,Research & Development,2,Below College,1,Male,2,1,Research Scientist,2,Married,0,No,17,3,1,0,6,2,1,5,3,0,4,31922
821,35,No,Travel_Frequently,1182,Sales,11,College,4,Male,3,2,Sales Executive,4,Divorced,1,No,11,3,4,1,5,3,3,5,2,0,2,26004
822,49,No,Travel_Rarely,174,Sales,8,Master,4,Male,2,4,Sales Executive,2,Married,6,No,17,3,2,1,22,3,3,9,8,2,3,3828
823,34,No,Travel_Frequently,1003,Research & Development,2,College,4,Male,3,2,Manufacturing Director,3,Single,2,No,11,3,4,0,5,3,2,3,2,0,2,22066
824,29,No,Travel_Frequently,490,Research & Development,10,Bachelor,4,Female,3,1,Research Scientist,2,Divorced,0,No,14,3,4,2,8,2,2,7,5,1,1,10780
825,42,No,Travel_Rarely,188,Research & Development,29,Bachelor,2,Male,1,2,Laboratory Technician,4,Single,4,No,19,3,1,0,16,3,3,1,0,0,0,4136
826,29,No,Travel_Rarely,718,Research & Development,8,Below College,2,Male,2,2,Manufacturing Director,4,Married,1,Yes,15,3,3,1,10,2,2,10,7,1,2,15796
827,38,No,Travel_Rarely,433,Human Resources,1,Bachelor,3,Male,4,1,Human Resources,3,Married,1,No,13,3,4,1,7,2,4,7,6,5,0,9526
828,28,No,Travel_Frequently,773,Research & Development,6,Bachelor,3,Male,2,1,Research Scientist,3,Divorced,1,Yes,14,3,4,1,3,2,3,3,1,0,2,17006
829,18,Yes,Non-Travel,247,Research & Development,8,Below College,3,Male,3,1,Laboratory Technician,3,Single,1,No,12,3,4,0,0,0,3,0,0,0,0,5434
830,33,Yes,Travel_Rarely,603,Sales,9,Master,1,Female,3,2,Sales Executive,1,Single,0,Yes,17,3,1,0,6,3,3,5,2,0,3,13266
831,41,No,Travel_Rarely,167,Research & Development,12,Master,2,Male,3,1,Laboratory Technician,4,Married,3,Yes,11,3,1,1,6,4,3,1,0,0,0,3674
832,31,Yes,Travel_Frequently,874,Research & Development,15,Bachelor,3,Male,3,1,Laboratory Technician,3,Married,1,No,12,3,3,1,2,5,2,2,2,2,2,19228
833,37,No,Travel_Rarely,367,Research & Development,25,College,3,Female,2,2,Healthcare Representative,4,Divorced,7,No,13,3,3,2,9,2,3,6,2,1,3,8074
834,27,No,Travel_Rarely,199,Research & Development,6,Bachelor,4,Male,2,1,Research Scientist,3,Married,1,No,13,3,3,1,4,0,3,4,2,2,2,4378
835,34,No,Travel_Rarely,1400,Sales,9,Below College,2,Female,3,2,Sales Executive,3,Married,1,No,20,4,1,0,6,3,2,6,5,1,3,30800
836,35,No,Travel_Rarely,528,Human Resources,8,Master,3,Male,3,1,Human Resources,3,Single,1,No,17,3,2,0,6,2,1,5,4,1,4,11616
837,29,Yes,Travel_Rarely,408,Sales,23,Below College,4,Female,2,3,Sales Executive,1,Married,1,No,13,3,1,1,11,3,1,11,8,3,10,8976
838,40,No,Travel_Frequently,593,Research & Development,9,Master,2,Female,3,3,Research Director,3,Single,9,No,17,3,3,0,20,3,2,18,7,2,13,13046
839,42,Yes,Travel_Frequently,481,Sales,12,Bachelor,3,Male,3,4,Sales Executive,1,Single,0,Yes,12,3,2,0,22,2,2,21,9,13,14,10582
840,42,No,Travel_Rarely,647,Sales,4,Master,2,Male,3,2,Sales Executive,1,Single,7,No,13,3,4,0,9,3,4,6,4,1,5,14234
841,35,No,Travel_Rarely,982,Research & Development,1,Master,4,Male,2,1,Laboratory Technician,3,Married,6,No,12,3,2,1,10,2,3,8,0,1,7,21604
842,24,No,Travel_Rarely,477,Research & Development,24,Bachelor,4,Male,3,1,Laboratory Technician,2,Single,8,No,22,4,4,0,6,2,3,4,3,1,2,10494
843,28,Yes,Travel_Rarely,1485,Research & Development,12,Below College,3,Female,3,1,Laboratory Technician,4,Married,1,Yes,11,3,4,0,1,4,2,1,1,0,0,32670
844,26,No,Travel_Rarely,1384,Research & Development,3,Master,1,Male,4,1,Laboratory Technician,4,Married,1,No,22,4,2,1,8,2,3,8,7,0,7,30448
845,30,No,Travel_Rarely,852,Sales,10,Bachelor,3,Male,2,2,Sales Executive,3,Married,1,No,18,3,1,1,10,3,3,10,3,1,4,18744
846,40,No,Travel_Frequently,902,Research & Development,26,College,3,Female,2,2,Research Scientist,4,Married,3,Yes,13,3,4,1,16,3,1,1,1,0,0,19844
847,35,No,Travel_Rarely,819,Research & Development,2,Bachelor,3,Male,2,3,Manufacturing Director,2,Divorced,2,No,18,3,2,1,15,2,4,7,7,6,4,18018
848,34,No,Travel_Frequently,669,Research & Development,1,Bachelor,4,Male,2,2,Healthcare Representative,1,Single,0,No,20,4,3,0,14,3,3,13,9,4,9,14718
849,35,No,Travel_Frequently,636,Research & Development,4,Master,4,Male,2,1,Laboratory Technician,4,Married,1,No,13,3,2,1,2,2,4,2,2,2,2,13992
850,43,Yes,Travel_Rarely,1372,Sales,9,Bachelor,1,Female,1,2,Sales Executive,3,Single,8,No,13,3,2,0,7,2,2,4,3,1,3,30184
851,32,No,Non-Travel,862,Sales,2,Below College,3,Female,3,1,Sales Representative,1,Divorced,1,No,12,3,3,3,1,3,3,1,0,0,0,18964
852,56,No,Travel_Rarely,718,Research & Development,4,Master,4,Female,3,5,Manager,1,Divorced,4,No,13,3,4,1,28,2,3,5,2,4,2,15796
853,29,No,Travel_Rarely,1401,Research & Development,6,Below College,2,Female,3,1,Laboratory Technician,4,Married,1,No,13,3,1,1,10,5,3,10,8,0,8,30822
854,19,No,Travel_Rarely,645,Research & Development,9,College,3,Male,3,1,Research Scientist,1,Single,1,No,25,4,3,0,1,4,3,1,1,0,0,14190
855,45,No,Travel_Rarely,1457,Research & Development,7,Bachelor,1,Female,3,1,Research Scientist,3,Married,4,Yes,19,3,3,1,7,2,2,3,2,0,2,32054
856,37,No,Travel_Rarely,977,Research & Development,1,Bachelor,4,Female,2,2,Manufacturing Director,4,Married,1,No,13,3,2,1,14,2,2,14,8,3,11,21494
857,20,No,Travel_Rarely,805,Research & Development,3,Bachelor,1,Male,2,1,Laboratory Technician,3,Single,1,No,12,3,1,0,2,2,2,2,2,1,2,17710
858,44,Yes,Travel_Rarely,1097,Research & Development,10,Master,3,Male,3,1,Research Scientist,3,Single,1,Yes,11,3,3,0,6,4,3,6,4,0,2,24134
859,53,No,Travel_Rarely,1223,Research & Development,7,College,4,Female,3,5,Manager,3,Divorced,3,No,18,3,2,1,26,6,3,7,7,4,7,26906
860,29,No,Travel_Rarely,942,Research & Development,15,Below College,2,Female,1,1,Research Scientist,4,Married,0,Yes,18,3,1,1,6,2,2,5,4,1,3,20724
861,22,Yes,Travel_Frequently,1256,Research & Development,3,Master,3,Male,2,1,Research Scientist,4,Married,0,Yes,11,3,2,1,1,5,3,0,0,0,0,27632
862,46,No,Travel_Rarely,1402,Sales,2,Bachelor,3,Female,3,4,Manager,1,Married,8,No,23,4,1,0,28,2,3,26,15,15,9,30844
863,44,No,Non-Travel,111,Research & Development,17,Bachelor,4,Male,1,1,Research Scientist,3,Single,2,No,13,3,4,0,6,3,3,0,0,0,0,2442
864,33,No,Travel_Rarely,147,Human Resources,2,Bachelor,2,Male,3,1,Human Resources,3,Married,1,No,13,3,4,1,5,2,3,5,4,1,4,3234
865,41,Yes,Non-Travel,906,Research & Development,5,College,1,Male,2,1,Research Scientist,1,Divorced,6,No,17,3,1,1,5,2,1,1,0,0,0,19932
866,30,No,Travel_Rarely,1329,Sales,29,Master,3,Male,3,2,Sales Executive,1,Divorced,8,No,19,3,3,3,8,3,3,4,3,0,3,29238
867,40,No,Travel_Frequently,1184,Sales,2,Master,2,Male,3,2,Sales Executive,2,Married,5,No,12,3,4,3,5,2,3,0,0,0,0,26048
868,50,No,Travel_Frequently,1421,Research & Development,2,Bachelor,4,Female,3,4,Manager,1,Married,2,No,22,4,3,1,32,3,3,2,2,2,2,31262
869,28,No,Travel_Rarely,1179,Research & Development,19,Master,4,Male,2,1,Laboratory Technician,1,Married,1,No,12,3,3,3,6,2,3,6,5,3,3,25938
870,46,No,Travel_Rarely,1450,Research & Development,15,College,4,Male,3,5,Research Director,2,Married,5,No,11,3,1,1,25,2,3,4,2,0,3,31900
871,35,No,Travel_Rarely,1361,Sales,17,Master,3,Male,3,2,Sales Executive,1,Married,3,Yes,15,3,4,3,15,2,3,7,7,1,7,29942
872,24,Yes,Travel_Rarely,984,Research & Development,17,College,4,Female,3,1,Laboratory Technician,2,Married,1,No,13,3,1,1,1,3,1,1,0,0,0,21648
873,33,No,Travel_Frequently,1146,Sales,25,Bachelor,2,Female,3,2,Sales Executive,3,Married,1,No,12,3,1,1,10,3,2,10,7,0,1,25212
874,36,No,Travel_Rarely,917,Research & Development,6,Master,3,Male,1,1,Laboratory Technician,3,Divorced,1,No,14,3,3,1,7,4,3,7,7,1,7,20174
875,30,No,Travel_Rarely,853,Research & Development,7,Master,3,Male,3,2,Laboratory Technician,3,Divorced,1,No,13,3,1,3,10,4,2,10,7,8,9,18766
876,44,No,Travel_Rarely,200,Research & Development,29,Master,4,Male,3,2,Research Scientist,4,Single,1,No,25,4,2,0,20,3,3,20,11,13,17,4400
877,20,No,Travel_Rarely,654,Sales,21,Bachelor,3,Male,4,1,Sales Representative,4,Single,1,No,17,3,4,0,2,2,3,2,1,2,2,14388
878,46,No,Travel_Rarely,150,Research & Development,2,Master,4,Male,3,2,Manufacturing Director,4,Divorced,2,No,11,3,3,1,12,3,2,6,3,1,4,3300
879,42,No,Non-Travel,179,Human Resources,2,Doctor,4,Male,4,2,Human Resources,1,Married,7,No,16,3,1,1,10,3,4,4,3,0,3,3938
880,60,No,Travel_Rarely,696,Sales,7,Master,2,Male,4,2,Sales Executive,4,Divorced,0,Yes,18,3,2,1,12,3,3,11,7,1,9,15312
881,32,No,Travel_Frequently,116,Research & Development,13,Bachelor,3,Female,2,1,Laboratory Technician,2,Married,1,No,20,4,3,1,2,2,3,2,2,2,2,2552
882,32,No,Travel_Frequently,1316,Research & Development,2,College,4,Female,3,2,Research Scientist,3,Single,4,Yes,14,3,4,0,10,2,3,8,7,0,7,28952
883,36,No,Travel_Rarely,363,Research & Development,1,Bachelor,3,Female,1,3,Manufacturing Director,1,Divorced,2,Yes,21,4,3,1,17,2,3,7,7,7,7,7986
884,33,No,Travel_Rarely,117,Research & Development,9,Bachelor,1,Male,3,1,Research Scientist,4,Married,0,No,13,3,2,1,15,5,3,14,10,4,10,2574
885,40,No,Travel_Rarely,107,Sales,10,Bachelor,2,Female,2,2,Sales Executive,2,Divorced,7,No,12,3,2,1,7,2,4,5,1,1,3,2354
886,25,No,Travel_Rarely,1356,Sales,10,Master,3,Male,3,2,Sales Executive,4,Single,0,No,14,3,2,0,5,4,3,4,3,1,1,29832
887,30,No,Travel_Rarely,1465,Research & Development,1,Bachelor,4,Male,3,1,Research Scientist,2,Married,0,Yes,21,4,1,1,12,2,3,11,9,5,7,32230
888,42,No,Travel_Frequently,458,Research & Development,26,Doctor,1,Female,3,3,Research Director,1,Married,3,Yes,17,3,3,0,20,6,3,1,0,0,0,10076
889,35,No,Non-Travel,1212,Sales,8,College,3,Female,2,3,Sales Executive,4,Married,4,Yes,11,3,2,1,16,6,2,13,2,4,12,26664
890,27,No,Travel_Rarely,1103,Research & Development,14,Bachelor,1,Male,3,1,Research Scientist,1,Married,1,Yes,14,3,4,2,9,3,2,9,7,6,8,24266
891,54,No,Travel_Frequently,966,Research & Development,1,Master,4,Female,3,3,Manufacturing Director,3,Divorced,7,No,17,3,1,1,33,2,1,5,4,1,4,21252
892,44,No,Travel_Rarely,1117,Research & Development,2,Below College,1,Female,4,1,Research Scientist,4,Married,1,No,13,3,4,1,10,5,3,10,5,7,7,24574
893,19,Yes,Non-Travel,504,Research & Development,10,Bachelor,1,Female,2,1,Research Scientist,2,Single,1,Yes,25,4,2,0,1,2,4,1,1,0,0,11088
894,29,No,Travel_Rarely,1010,Research & Development,1,Bachelor,1,Female,3,1,Research Scientist,4,Divorced,1,No,15,3,1,3,3,5,3,3,2,1,2,22220
895,54,No,Travel_Rarely,685,Research & Development,3,Bachelor,4,Male,3,4,Research Director,4,Married,3,No,14,3,1,0,36,2,3,10,9,0,9,15070
896,31,No,Travel_Rarely,1332,Research & Development,11,College,3,Male,3,2,Healthcare Representative,1,Married,1,Yes,12,3,4,0,6,2,2,6,5,0,1,29304
897,31,No,Travel_Rarely,1062,Research & Development,24,Bachelor,3,Female,2,2,Healthcare Representative,1,Single,1,No,19,3,2,0,10,2,3,10,9,1,8,23364
898,59,No,Travel_Rarely,326,Sales,3,Bachelor,3,Female,2,2,Sales Executive,4,Single,5,No,17,3,4,0,13,2,3,6,1,0,5,7172
899,43,No,Travel_Rarely,920,Research & Development,3,Bachelor,3,Male,1,5,Research Director,4,Married,3,No,14,3,2,1,25,2,3,8,7,0,7,20240
900,49,No,Travel_Rarely,1098,Research & Development,4,College,1,Male,2,5,Manager,3,Married,2,No,13,3,3,1,23,2,4,1,0,0,0,24156
901,36,No,Travel_Frequently,469,Research & Development,3,Bachelor,3,Male,3,1,Research Scientist,2,Married,1,No,12,3,3,0,12,2,2,11,10,0,7,10318
902,48,No,Travel_Rarely,969,Research & Development,2,College,4,Male,4,1,Laboratory Technician,2,Single,5,No,11,3,3,0,7,4,2,1,0,0,0,21318
